x,U_0,U_1,U_2
0,-2.50449e-10,2.31113e-05,-4.39418e-10
0.000160804,1.31822e-10,0.00124005,1.67539e-11
0.000321608,-3.79759e-10,0.00182234,1.63689e-11
0.000482412,-5.59506e-10,0.00272595,1.63689e-11
0.000643216,-7.40961e-10,0.00362956,1.63689e-11
0.00080402,-9.23103e-10,0.00453318,1.63689e-11
0.000964824,-1.10559e-09,0.0054368,1.63689e-11
0.00112563,-1.29436e-09,0.00637054,1.63689e-11
0.00128643,-1.47717e-09,0.00727416,1.63689e-11
0.00144724,-1.66007e-09,0.00817777,1.63689e-11
0.00160804,-1.84301e-09,0.00908139,1.63689e-11
0.00176884,-2.026e-09,0.00998501,1.63689e-11
0.00192965,-2.20902e-09,0.0108886,1.6369e-11
0.00209045,-2.39207e-09,0.0117923,1.6369e-11
0.00225126,-2.58123e-09,0.012726,1.6369e-11
0.00241206,2.27762e-09,0.0183959,1.67539e-11
0.00257286,2.42881e-09,0.0196155,1.67539e-11
0.00273367,-3.1305e-09,0.0154369,1.6369e-11
0.00289447,-3.31361e-09,0.0163405,1.63689e-11
0.00305528,2.88232e-09,0.0232743,1.67539e-11
0.00321608,-3.68595e-09,0.0181778,1.63689e-11
0.00337688,3.18967e-09,0.0257542,1.67539e-11
0.00353769,3.34082e-09,0.0269738,1.67539e-11
0.00369849,-4.23535e-09,0.0208887,1.6369e-11
0.0038593,-4.41849e-09,0.0217923,1.63689e-11
0.0040201,-4.60163e-09,0.0226959,1.63689e-11
0.0041809,-4.78477e-09,0.0235996,1.63689e-11
0.00434171,-4.97403e-09,0.0245333,1.63689e-11
0.00450251,-5.15718e-09,0.0254369,1.63689e-11
0.00466332,-5.34033e-09,0.0263405,1.63689e-11
0.00482412,-5.52348e-09,0.0272442,1.6369e-11
0.00498492,4.70604e-09,0.037991,1.67539e-11
0.00514573,-5.8898e-09,0.0290514,1.63689e-11
0.00530653,-6.07295e-09,0.029955,1.63689e-11
0.00546734,-6.26222e-09,0.0308888,1.63689e-11
0.00562814,-6.44538e-09,0.0317924,1.63689e-11
0.00578894,5.46667e-09,0.0441298,1.67539e-11
0.00594975,-6.8117e-09,0.0335996,1.63689e-11
0.00611055,-6.99487e-09,0.0345032,1.63689e-11
0.00627136,-7.17803e-09,0.0354069,1.63689e-11
0.00643216,-7.3673e-09,0.0363406,1.63689e-11
0.00659296,-7.55047e-09,0.0372442,1.63689e-11
0.00675377,-7.73363e-09,0.0381478,1.63689e-11
0.00691457,-7.9168e-09,0.0390515,1.63689e-11
0.00707538,-8.09997e-09,0.0399551,1.63689e-11
0.00723618,-8.28313e-09,0.0408587,1.63689e-11
0.00739698,-8.4663e-09,0.0417623,1.63689e-11
0.00755779,-8.65557e-09,0.0426961,1.6369e-11
0.00771859,-8.83874e-09,0.0435997,1.6369e-11
0.0078794,-9.02191e-09,0.0445033,1.63689e-11
0.0080402,-9.20508e-09,0.0454069,1.63689e-11
0.00820101,-9.38824e-09,0.0463106,1.63689e-11
0.00836181,-9.57141e-09,0.0472142,1.63689e-11
0.00852261,-9.75458e-09,0.0481178,1.63689e-11
0.00868342,-9.94386e-09,0.0490515,1.63689e-11
0.00884422,8.35288e-09,0.0674244,1.67539e-11
0.00900503,-1.03102e-08,0.0508588,1.6369e-11
0.00916583,-1.04934e-08,0.0517624,1.6369e-11
0.00932663,-1.06765e-08,0.052666,1.63689e-11
0.00948744,-1.08597e-08,0.0535696,1.63689e-11
0.00964824,-1.1049e-08,0.0545034,1.63689e-11
0.00980905,-1.12322e-08,0.055407,1.63689e-11
0.00996985,-1.14153e-08,0.0563106,1.63689e-11
0.0101307,-1.15985e-08,0.0572142,1.63689e-11
0.0102915,-1.17817e-08,0.0581179,1.6369e-11
0.0104523,-1.19648e-08,0.0590215,1.63689e-11
0.0106131,-1.2148e-08,0.0599251,1.63689e-11
0.0107739,-1.23373e-08,0.0608588,1.63689e-11
0.0109347,-1.25205e-08,0.0617625,1.63689e-11
0.0110955,-1.27036e-08,0.0626661,1.63689e-11
0.0112563,-1.28868e-08,0.0635697,1.63689e-11
0.0114171,-1.307e-08,0.0644733,1.63689e-11
0.0115779,-1.32532e-08,0.0653769,1.63689e-11
0.0117387,-1.34424e-08,0.0663107,1.63689e-11
0.0118995,-1.36256e-08,0.0672143,1.63689e-11
0.0120603,-1.38088e-08,0.0681179,1.63689e-11
0.0122211,-1.3992e-08,0.0690215,1.63689e-11
0.0123819,-1.41751e-08,0.0699252,1.63689e-11
0.0125427,-1.43583e-08,0.0708288,1.63689e-11
0.0127035,-1.45415e-08,0.0717324,1.63689e-11
0.0128643,-1.47308e-08,0.0726662,1.6369e-11
0.0130251,-1.49139e-08,0.0735698,1.63689e-11
0.0131859,-1.50971e-08,0.0744734,1.6369e-11
0.0133467,1.26039e-08,0.101736,1.67539e-11
0.0135075,1.2755e-08,0.102956,1.67539e-11
0.0136683,1.29061e-08,0.104176,1.67539e-11
0.0138291,1.30572e-08,0.105395,1.67539e-11
0.0139899,-1.60191e-08,0.0790216,1.63689e-11
0.0141508,-1.62023e-08,0.0799252,1.63689e-11
0.0143116,-1.63854e-08,0.0808289,1.63689e-11
0.0144724,-1.65686e-08,0.0817325,1.63689e-11
0.0146332,1.38178e-08,0.111534,1.67539e-11
0.014794,-1.6935e-08,0.0835397,1.63689e-11
0.0149548,-1.71243e-08,0.0844735,1.6369e-11
0.0151156,-1.73074e-08,0.0853771,1.63689e-11
0.0152764,-1.74906e-08,0.0862807,1.63689e-11
0.0154372,-1.76738e-08,0.0871843,1.63689e-11
0.015598,1.47294e-08,0.118892,1.67539e-11
0.0157588,1.48805e-08,0.120112,1.67539e-11
0.0159196,-1.82233e-08,0.0898952,1.63689e-11
0.0160804,1.51878e-08,0.122592,1.67539e-11
0.0162412,1.53389e-08,0.123811,1.67539e-11
0.016402,-1.87789e-08,0.0926362,1.63689e-11
0.0165628,1.56411e-08,0.126251,1.67539e-11
0.0167236,1.57922e-08,0.12747,1.67539e-11
0.0168844,-1.93285e-08,0.095347,1.63689e-11
0.0170452,-1.95116e-08,0.0962506,1.63689e-11
0.017206,-1.97009e-08,0.0971844,1.63689e-11
0.0173668,1.64016e-08,0.132389,1.67539e-11
0.0175276,-2.00673e-08,0.0989916,1.63689e-11
0.0176884,-2.02504e-08,0.0998952,1.63689e-11
0.0178492,1.68549e-08,0.136048,1.67539e-11
0.0180101,-2.06168e-08,0.101702,1.63689e-11
0.0181709,1.71622e-08,0.138528,1.67539e-11
0.0183317,1.73133e-08,0.139748,1.67539e-11
0.0184925,-2.11724e-08,0.104443,1.63689e-11
0.0186533,1.76155e-08,0.142187,1.67539e-11
0.0188141,-2.15388e-08,0.106251,1.63689e-11
0.0189749,-2.1722e-08,0.107154,1.63689e-11
0.0191357,-2.19051e-08,0.108058,1.63689e-11
0.0192965,-2.20944e-08,0.108992,1.63689e-11
0.0194573,-2.22776e-08,0.109895,1.63689e-11
0.0196181,-2.24608e-08,0.110799,1.63689e-11
0.0197789,-2.26439e-08,0.111703,1.63689e-11
0.0199397,1.88293e-08,0.151984,1.67539e-11
0.0201005,-2.30103e-08,0.11351,1.63689e-11
0.0202613,-2.31935e-08,0.114413,1.63689e-11
0.0204221,-2.33828e-08,0.115347,1.63689e-11
0.0205829,-2.35659e-08,0.116251,1.63689e-11
0.0207437,-2.37491e-08,0.117154,1.63689e-11
0.0209045,-2.39323e-08,0.118058,1.63689e-11
0.0210653,-2.41155e-08,0.118962,1.63689e-11
0.0212261,2.00432e-08,0.161782,1.67539e-11
0.0213869,2.01993e-08,0.163042,1.67539e-11
0.0215477,2.03504e-08,0.164262,1.67539e-11
0.0217085,2.05015e-08,0.165482,1.67539e-11
0.0218693,-2.50374e-08,0.12351,1.63689e-11
0.0220302,-2.52206e-08,0.124413,1.63689e-11
0.022191,2.09548e-08,0.16914,1.67539e-11
0.0223518,-2.5587e-08,0.126221,1.63689e-11
0.0225126,2.1262e-08,0.17162,1.67539e-11
0.0226734,-2.59594e-08,0.128058,1.63689e-11
0.0228342,-2.61426e-08,0.128962,1.63689e-11
0.022995,-2.63258e-08,0.129865,1.63689e-11
0.0231558,2.18664e-08,0.176499,1.67539e-11
0.0233166,2.20175e-08,0.177718,1.67539e-11
0.0234774,-2.68814e-08,0.132606,1.63689e-11
0.0236382,-2.70646e-08,0.13351,1.63689e-11
0.023799,-2.72478e-08,0.134414,1.6369e-11
0.0239598,-2.7431e-08,0.135317,1.63689e-11
0.0241206,-2.76141e-08,0.136221,1.63689e-11
0.0242814,2.29292e-08,0.185077,1.67539e-11
0.0244422,-2.79805e-08,0.138028,1.63689e-11
0.024603,-2.81698e-08,0.138962,1.63689e-11
0.0247638,-2.83529e-08,0.139865,1.63689e-11
0.0249246,-2.85361e-08,0.140769,1.63689e-11
0.0250854,-2.87193e-08,0.141673,1.63689e-11
0.0252462,-2.89025e-08,0.142576,1.63689e-11
0.025407,-2.90856e-08,0.14348,1.63689e-11
0.0255678,-2.92688e-08,0.144383,1.63689e-11
0.0257286,-2.94581e-08,0.145317,1.63689e-11
0.0258894,-2.96413e-08,0.146221,1.63689e-11
0.0260503,-2.98245e-08,0.147124,1.63689e-11
0.0262111,-3.00076e-08,0.148028,1.63689e-11
0.0263719,-3.01908e-08,0.148932,1.63689e-11
