x,U_0,U_1,U_2
0,-1.62784e-09,2.52536e-05,-1.62002e-09
0.000160804,-1.4916e-10,0.000968585,3.07677e-12
0.000321608,-1.53998e-10,0.00192116,3.0766e-12
0.000482412,1.34174e-10,0.00378568,3.06316e-12
0.000643216,1.98265e-10,0.00504058,3.06315e-12
0.00080402,2.59002e-10,0.00629548,3.06315e-12
0.000964824,3.18058e-10,0.00755038,3.06315e-12
0.00112563,3.78076e-10,0.00884712,3.06315e-12
0.00128643,4.35551e-10,0.010102,3.06315e-12
0.00144724,4.92628e-10,0.0113569,3.06315e-12
0.00160804,-5.36226e-10,0.00957385,3.07659e-12
0.00176884,6.06024e-10,0.0138667,3.06316e-12
0.00192965,6.6247e-10,0.0151216,3.06317e-12
0.00209045,7.18798e-10,0.0163766,3.06316e-12
0.00225126,7.76908e-10,0.0176733,3.06316e-12
0.00241206,8.33069e-10,0.0189282,3.06317e-12
0.00257286,8.89169e-10,0.0201831,3.06316e-12
0.00273367,-9.00703e-10,0.016274,3.07662e-12
0.00289447,1.00123e-09,0.0226929,3.06315e-12
0.00305528,1.0572e-09,0.0239478,3.06317e-12
0.00321608,1.11501e-09,0.0252446,3.06315e-12
0.00337688,1.17093e-09,0.0264995,3.06317e-12
0.00353769,1.22683e-09,0.0277544,3.06315e-12
0.00369849,1.28271e-09,0.0290093,3.06316e-12
0.0038593,1.33857e-09,0.0302642,3.06315e-12
0.0040201,1.39442e-09,0.0315191,3.06317e-12
0.0041809,-1.37199e-09,0.0248793,3.07659e-12
0.00434171,-1.42598e-09,0.0258637,3.07659e-12
0.00450251,1.56374e-09,0.0353257,3.06315e-12
0.00466332,1.61955e-09,0.0365806,3.06316e-12
0.00482412,1.67534e-09,0.0378355,3.06317e-12
0.00498492,1.73113e-09,0.0390904,3.06315e-12
0.00514573,1.78691e-09,0.0403453,3.06316e-12
0.00530653,1.84269e-09,0.0416002,3.06316e-12
0.00546734,1.90031e-09,0.0428969,3.06316e-12
0.00562814,1.95608e-09,0.0441518,3.06315e-12
0.00578894,-1.89835e-09,0.034469,3.07659e-12
0.00594975,2.06759e-09,0.0466617,3.06315e-12
0.00611055,2.12334e-09,0.0479166,3.06316e-12
0.00627136,2.17908e-09,0.0491715,3.06315e-12
0.00643216,2.23669e-09,0.0504682,3.06316e-12
0.00659296,2.29243e-09,0.0517231,3.06315e-12
0.00675377,2.34816e-09,0.052978,3.06316e-12
0.00691457,-2.26639e-09,0.0411691,3.07659e-12
0.00707538,-2.31873e-09,0.0421217,3.07659e-12
0.00723618,2.51536e-09,0.0567428,3.06316e-12
0.00739698,2.57108e-09,0.0579977,3.06317e-12
0.00755779,2.62867e-09,0.0592944,3.06316e-12
0.00771859,2.68439e-09,0.0605493,3.06316e-12
0.0078794,-2.5822e-09,0.0469166,3.0766e-12
0.0080402,-2.63455e-09,0.0478692,3.0766e-12
0.00820101,2.85156e-09,0.064314,3.06316e-12
0.00836181,-2.73926e-09,0.0497745,3.07659e-12
0.00852261,-2.79162e-09,0.0507271,3.07659e-12
0.00868342,3.02056e-09,0.0681206,3.06316e-12
0.00884422,3.07627e-09,0.0693755,3.06316e-12
0.00900503,3.13198e-09,0.0706304,3.06317e-12
0.00916583,3.1877e-09,0.0718853,3.06316e-12
0.00932663,3.2434e-09,0.0731402,3.06316e-12
0.00948744,3.29911e-09,0.0743951,3.06316e-12
0.00964824,3.35668e-09,0.0756919,3.06316e-12
0.00980905,3.41238e-09,0.0769468,3.06315e-12
0.00996985,3.46809e-09,0.0782017,3.06315e-12
0.0101307,3.52379e-09,0.0794566,3.06316e-12
0.0102915,3.5795e-09,0.0807115,3.06316e-12
0.0104523,3.6352e-09,0.0819664,3.06315e-12
0.0106131,3.6909e-09,0.0832213,3.06315e-12
0.0107739,3.74846e-09,0.084518,3.06316e-12
0.0109347,3.80416e-09,0.085773,3.06316e-12
0.0110955,3.85986e-09,0.0870279,3.06316e-12
0.0112563,3.91556e-09,0.0882828,3.06315e-12
0.0114171,3.97126e-09,0.0895377,3.06315e-12
0.0115779,-3.79179e-09,0.0689222,3.0766e-12
0.0117387,-3.84591e-09,0.0699065,3.07659e-12
0.0118995,4.14021e-09,0.0933442,3.06316e-12
0.0120603,4.19591e-09,0.0945991,3.06315e-12
0.0122211,4.2516e-09,0.095854,3.06315e-12
0.0123819,4.3073e-09,0.097109,3.06316e-12
0.0125427,4.36299e-09,0.0983639,3.06316e-12
0.0127035,4.41869e-09,0.0996188,3.06316e-12
0.0128643,4.47624e-09,0.100916,3.06318e-12
0.0130251,4.53193e-09,0.10217,3.06316e-12
0.0131859,-4.31902e-09,0.0785119,3.0766e-12
0.0133467,-4.3714e-09,0.0794645,3.0766e-12
0.0135075,4.69902e-09,0.105935,3.06316e-12
0.0136683,4.75471e-09,0.10719,3.06316e-12
0.0138291,4.8104e-09,0.108445,3.06316e-12
0.0139899,4.86795e-09,0.109742,3.06316e-12
0.0141508,4.92364e-09,0.110997,3.06315e-12
0.0143116,4.97933e-09,0.112252,3.06316e-12
0.0144724,5.03503e-09,0.113506,3.06316e-12
0.0146332,5.09072e-09,0.114761,3.06316e-12
0.014794,5.14641e-09,0.116016,3.06316e-12
0.0149548,5.20396e-09,0.117313,3.06316e-12
0.0151156,5.25965e-09,0.118568,3.06316e-12
0.0152764,5.31534e-09,0.119823,3.06316e-12
0.0154372,5.37103e-09,0.121078,3.06315e-12
0.015598,5.42671e-09,0.122333,3.06316e-12
0.0157588,5.4824e-09,0.123588,3.06316e-12
0.0159196,5.53809e-09,0.124842,3.06316e-12
0.0160804,5.59564e-09,0.126139,3.06315e-12
0.0162412,5.65133e-09,0.127394,3.06316e-12
0.016402,5.70702e-09,0.128649,3.06316e-12
0.0165628,5.76271e-09,0.129904,3.06315e-12
0.0167236,5.81839e-09,0.131159,3.06316e-12
0.0168844,5.87408e-09,0.132414,3.06315e-12
0.0170452,5.92977e-09,0.133669,3.06316e-12
0.017206,5.98731e-09,0.134965,3.06316e-12
0.0173668,6.043e-09,0.13622,3.06316e-12
0.0175276,6.09869e-09,0.137475,3.06315e-12
0.0176884,-5.79264e-09,0.105312,3.07659e-12
0.0178492,-5.84502e-09,0.106265,3.07659e-12
0.0180101,6.26575e-09,0.14124,3.06315e-12
0.0181709,6.32329e-09,0.142537,3.06315e-12
0.0183317,-6.00392e-09,0.109155,3.07657e-12
0.0184925,6.43466e-09,0.145046,3.06316e-12
0.0186533,6.49035e-09,0.146301,3.06316e-12
0.0188141,6.54604e-09,0.147556,3.06316e-12
0.0189749,6.60172e-09,0.148811,3.06316e-12
0.0191357,6.65741e-09,0.150066,3.06316e-12
0.0192965,6.71495e-09,0.151363,3.06316e-12
0.0194573,6.77064e-09,0.152618,3.06316e-12
0.0196181,-6.42473e-09,0.116807,3.07659e-12
0.0197789,-6.47711e-09,0.11776,3.0766e-12
0.0199397,6.93769e-09,0.156382,3.06316e-12
0.0201005,-6.58188e-09,0.119665,3.0766e-12
0.0202613,7.04906e-09,0.158892,3.06316e-12
0.0204221,7.10661e-09,0.160189,3.06316e-12
0.0205829,-6.74078e-09,0.122555,3.07659e-12
0.0207437,7.21798e-09,0.162699,3.06316e-12
0.0209045,7.27366e-09,0.163954,3.06316e-12
0.0210653,7.32935e-09,0.165209,3.06316e-12
0.0212261,7.38503e-09,0.166464,3.06315e-12
0.0213869,7.44257e-09,0.16776,3.06316e-12
0.0215477,7.49826e-09,0.169015,3.06316e-12
0.0217085,7.55394e-09,0.17027,3.06315e-12
0.0218693,7.60962e-09,0.171525,3.06316e-12
0.0220302,7.66531e-09,0.17278,3.06316e-12
0.022191,7.72099e-09,0.174035,3.06316e-12
0.0223518,-7.31876e-09,0.133065,3.07659e-12
0.0225126,7.83422e-09,0.176586,3.06316e-12
0.0226734,-7.42528e-09,0.135002,3.07659e-12
0.0228342,-7.47767e-09,0.135955,3.07659e-12
0.022995,8.00127e-09,0.180351,3.06316e-12
0.0231558,-7.58244e-09,0.13786,3.07659e-12
0.0233166,8.11263e-09,0.182861,3.06316e-12
0.0234774,8.17017e-09,0.184158,3.06315e-12
0.0236382,8.22586e-09,0.185413,3.06316e-12
0.023799,8.28154e-09,0.186668,3.06315e-12
0.0239598,8.33722e-09,0.187922,3.06316e-12
0.0241206,8.39291e-09,0.189177,3.06316e-12
