x,U_0,U_1,U_2
0,1.13404e-09,2.68593e-05,4.47295e-10
0.000160804,7.1154e-11,0.0013092,1.01281e-12
0.000321608,-2.34268e-11,0.00201354,1.03801e-12
0.000482412,1.01974e-10,0.00388438,1.01281e-12
0.000643216,1.27657e-10,0.00517199,1.01281e-12
0.00080402,1.54728e-10,0.00645961,1.01281e-12
0.000964824,-1.28361e-10,0.00600721,1.03801e-12
0.00112563,2.11606e-10,0.00907778,1.01281e-12
0.00128643,-1.76111e-10,0.00803734,1.03801e-12
0.00144724,-1.99287e-10,0.00903577,1.03801e-12
0.00160804,2.97317e-10,0.0129407,1.01281e-12
0.00176884,3.26103e-10,0.0142283,1.01281e-12
0.00192965,3.54952e-10,0.0155159,1.01282e-12
0.00209045,-2.91054e-10,0.0130295,1.03801e-12
0.00225126,4.13746e-10,0.0181341,1.01281e-12
0.00241206,-3.37398e-10,0.0150596,1.038e-12
0.00257286,-3.60146e-10,0.016058,1.03801e-12
0.00273367,5.00715e-10,0.0219969,1.01279e-12
0.00289447,5.29743e-10,0.0232846,1.01282e-12
0.00305528,5.58787e-10,0.0245722,1.01281e-12
0.00321608,-4.51711e-10,0.020085,1.03802e-12
0.00337688,6.17879e-10,0.0271904,1.0128e-12
0.00353769,6.46953e-10,0.028478,1.01282e-12
0.00369849,-5.19693e-10,0.0230803,1.03801e-12
0.0038593,-5.42337e-10,0.0240787,1.03801e-12
0.0040201,-5.64973e-10,0.0250771,1.038e-12
0.0041809,-5.87606e-10,0.0260756,1.03802e-12
0.00434171,-6.10986e-10,0.0271073,1.03802e-12
0.00450251,-6.33607e-10,0.0281057,1.03801e-12
0.00466332,-6.56224e-10,0.0291041,1.03802e-12
0.00482412,8.80748e-10,0.0388219,1.0128e-12
0.00498492,-7.01453e-10,0.031101,1.03801e-12
0.00514573,-7.24062e-10,0.0320994,1.038e-12
0.00530653,-7.46667e-10,0.0330978,1.03801e-12
0.00546734,9.98218e-10,0.0440153,1.01281e-12
0.00562814,-7.92625e-10,0.035128,1.03802e-12
0.00578894,-8.15223e-10,0.0361264,1.03802e-12
0.00594975,-8.37819e-10,0.0371248,1.03802e-12
0.00611055,1.11476e-09,0.0491658,1.01281e-12
0.00627136,-8.83008e-10,0.0391217,1.03801e-12
0.00643216,1.174e-09,0.051784,1.01281e-12
0.00659296,-9.28944e-10,0.0411518,1.03801e-12
0.00675377,1.23229e-09,0.0543593,1.01281e-12
0.00691457,1.26143e-09,0.0556469,1.01281e-12
0.00707538,1.29058e-09,0.0569345,1.01282e-12
0.00723618,-1.01929e-09,0.0451455,1.03801e-12
0.00739698,-1.04188e-09,0.0461439,1.03801e-12
0.00755779,1.37899e-09,0.0608403,1.01281e-12
0.00771859,1.40813e-09,0.0621279,1.01281e-12
0.0078794,-1.11038e-09,0.0491725,1.03801e-12
0.0080402,1.46643e-09,0.0647032,1.01281e-12
0.00820101,-1.15555e-09,0.0511694,1.03801e-12
0.00836181,1.52473e-09,0.0672784,1.01281e-12
0.00852261,1.55388e-09,0.0685661,1.01281e-12
0.00868342,1.584e-09,0.0698966,1.01281e-12
0.00884422,-1.24662e-09,0.0551963,1.03801e-12
0.00900503,1.6423e-09,0.0724719,1.0128e-12
0.00916583,1.67146e-09,0.0737595,1.01281e-12
0.00932663,-1.31436e-09,0.0581916,1.03801e-12
0.00948744,-1.33693e-09,0.0591901,1.03801e-12
