x,U_0,U_1,U_2
0,1.33241e-09,2.79865e-05,3.35721e-10
0.000160804,3.42103e-11,0.00105578,4.89285e-13
0.000321608,5.9211e-11,0.00265432,4.70598e-13
0.000482412,7.06217e-11,0.00397046,4.70597e-13
0.000643216,-3.80379e-11,0.00417084,4.89284e-13
0.00080402,-5.28243e-11,0.00520921,4.89281e-13
0.000964824,1.19196e-10,0.00791893,4.70597e-13
0.00112563,-8.08221e-11,0.00732057,4.89283e-13
0.00128643,1.55184e-10,0.0105951,4.70596e-13
0.00144724,1.73185e-10,0.0119113,4.70597e-13
0.00160804,1.91306e-10,0.0132274,4.70594e-13
0.00176884,2.09514e-10,0.0145436,4.70597e-13
0.00192965,2.27788e-10,0.0158598,4.70598e-13
0.00209045,2.46112e-10,0.0171759,4.70596e-13
0.00225126,2.65088e-10,0.018536,4.70596e-13
0.00241206,2.83484e-10,0.0198521,4.70596e-13
0.00257286,3.01906e-10,0.0211683,4.70596e-13
0.00273367,-2.0943e-10,0.0177389,4.89282e-13
0.00289447,3.3881e-10,0.0238006,4.70596e-13
0.00305528,-2.34568e-10,0.0198157,4.89283e-13
0.00321608,3.7639e-10,0.0264768,4.70597e-13
0.00337688,-2.60067e-10,0.0219271,4.89284e-13
0.00353769,-2.72592e-10,0.0229654,4.89282e-13
0.00369849,-2.85107e-10,0.0240038,4.89283e-13
0.0038593,4.50438e-10,0.0317414,4.70596e-13
0.0040201,-3.10117e-10,0.0260806,4.89282e-13
0.0041809,4.87503e-10,0.0343738,4.70595e-13
0.00434171,5.06662e-10,0.0357338,4.70597e-13
0.00450251,-3.48003e-10,0.0292303,4.89283e-13
0.00466332,-3.60483e-10,0.0302687,4.89282e-13
0.00482412,5.62308e-10,0.0396823,4.70597e-13
0.00498492,-3.85433e-10,0.0323454,4.89282e-13
0.00514573,5.99422e-10,0.0423146,4.70597e-13
0.00530653,-4.10371e-10,0.0344222,4.89283e-13
0.00546734,6.37165e-10,0.0449908,4.70597e-13
0.00562814,-4.35713e-10,0.0365336,4.89283e-13
0.00578894,-4.48173e-10,0.0375719,4.89283e-13
0.00594975,6.92869e-10,0.0489393,4.70596e-13
0.00611055,-4.73087e-10,0.0396487,4.89282e-13
0.00627136,7.30013e-10,0.0515716,4.70596e-13
