x,U_0,U_1,U_2
0,6.15845e-10,2.35824e-05,7.97868e-10
0.000160804,-1.02989e-10,0.000929565,1.08764e-11
0.000321608,-2.55644e-10,0.00184377,1.08764e-11
0.000482412,-3.96889e-10,0.002758,1.08764e-11
0.000643216,-5.35245e-10,0.00367224,1.08764e-11
0.00080402,-6.72441e-10,0.00458647,1.08764e-11
0.000964824,-8.09054e-10,0.00550072,1.08764e-11
0.00112563,-9.49872e-10,0.00644543,1.08764e-11
0.00128643,9.57166e-10,0.00988106,1.10611e-11
0.00144724,-1.22187e-09,0.00827392,1.08764e-11
0.00160804,-1.3577e-09,0.00918816,1.08764e-11
0.00176884,-1.49346e-09,0.0101024,1.08764e-11
0.00192965,1.42898e-09,0.0147909,1.10611e-11
0.00209045,-1.76484e-09,0.0119309,1.08764e-11
0.00225126,-1.90499e-09,0.0128756,1.08764e-11
0.00241206,1.78731e-09,0.0185142,1.10611e-11
0.00257286,-2.17619e-09,0.0147041,1.08764e-11
0.00273367,-2.31177e-09,0.0156183,1.08764e-11
0.00289447,-2.44732e-09,0.0165326,1.08764e-11
0.00305528,-2.58287e-09,0.0174468,1.08764e-11
0.00321608,-2.72292e-09,0.0183915,1.08764e-11
0.00337688,-2.85845e-09,0.0193058,1.08764e-11
0.00353769,-2.99397e-09,0.02022,1.08764e-11
0.00369849,-3.12948e-09,0.0211343,1.08764e-11
0.0038593,2.85533e-09,0.0296022,1.10611e-11
0.0040201,-3.40049e-09,0.0229628,1.08764e-11
0.0041809,-3.53599e-09,0.023877,1.08764e-11
0.00434171,-3.676e-09,0.0248217,1.08764e-11
0.00450251,3.33239e-09,0.034553,1.10611e-11
0.00466332,-3.94698e-09,0.0266502,1.08764e-11
0.00482412,-4.08246e-09,0.0275645,1.08764e-11
0.00498492,-4.21794e-09,0.0284787,1.08764e-11
0.00514573,-4.35342e-09,0.029393,1.08764e-11
0.00530653,3.92386e-09,0.0406903,1.10611e-11
0.00546734,4.0461e-09,0.0419586,1.10611e-11
0.00562814,-4.76436e-09,0.0321662,1.08764e-11
0.00578894,4.28271e-09,0.0444136,1.10611e-11
0.00594975,4.40101e-09,0.045641,1.10611e-11
0.00611055,4.51932e-09,0.0468685,1.10611e-11
0.00627136,-5.30624e-09,0.0358231,1.08764e-11
0.00643216,4.75988e-09,0.0493643,1.10611e-11
0.00659296,4.8782e-09,0.0505918,1.10611e-11
0.00675377,-5.71715e-09,0.0385963,1.08764e-11
0.00691457,5.11482e-09,0.0530467,1.10611e-11
0.00707538,-5.98807e-09,0.0404248,1.08764e-11
0.00723618,-6.12354e-09,0.0413391,1.08764e-11
0.00739698,5.46976e-09,0.0567291,1.10611e-11
0.00755779,5.59202e-09,0.0579974,1.10611e-11
0.00771859,-6.53443e-09,0.0441123,1.08764e-11
0.0078794,-6.66989e-09,0.0450265,1.08764e-11
0.0080402,-6.80535e-09,0.0459408,1.08764e-11
0.00820101,-6.9408e-09,0.046855,1.08764e-11
0.00836181,6.18362e-09,0.0641347,1.10611e-11
0.00852261,-7.21172e-09,0.0486835,1.08764e-11
0.00868342,-7.35169e-09,0.0496282,1.08764e-11
0.00884422,-7.48714e-09,0.0505425,1.08764e-11
0.00900503,-7.6226e-09,0.0514567,1.08764e-11
0.00916583,6.77916e-09,0.070313,1.10611e-11
0.00932663,6.89749e-09,0.0715404,1.10611e-11
0.00948744,-8.02896e-09,0.0541994,1.08764e-11
0.00964824,7.13808e-09,0.0740362,1.10611e-11
0.00980905,7.2564e-09,0.0752637,1.10611e-11
0.00996985,7.37472e-09,0.0764912,1.10611e-11
0.0101307,-8.57529e-09,0.0578869,1.08764e-11
0.0102915,-8.71074e-09,0.0588011,1.08764e-11
0.0104523,-8.8462e-09,0.0597154,1.08764e-11
0.0106131,-8.98165e-09,0.0606296,1.08764e-11
0.0107739,-9.12161e-09,0.0615743,1.08764e-11
0.0109347,-9.25707e-09,0.0624886,1.08764e-11
0.0110955,8.20694e-09,0.0851243,1.10611e-11
0.0112563,8.32526e-09,0.0863518,1.10611e-11
0.0114171,8.44359e-09,0.0875792,1.10611e-11
