x,U_0,U_1,U_2
0,6.16683e-11,2.29693e-05,2.71678e-10
0.000160804,-1.93262e-10,0.000915175,1.85323e-11
0.000321608,-3.99354e-10,0.00181523,1.85322e-11
0.000482412,4.93937e-10,0.00367098,1.90061e-11
0.000643216,6.55756e-10,0.00488786,1.90061e-11
0.00080402,-1.0048e-09,0.00451547,1.85322e-11
0.000964824,9.80214e-10,0.00732162,1.90061e-11
0.00112563,-1.41359e-09,0.00634566,1.85322e-11
0.00128643,-1.61451e-09,0.00724575,1.85322e-11
0.00144724,-1.81539e-09,0.00814584,1.85322e-11
0.00160804,-2.01624e-09,0.00904593,1.85322e-11
0.00176884,1.79809e-09,0.0134466,1.90061e-11
0.00192965,-2.41789e-09,0.0108461,1.85321e-11
0.00209045,-2.61869e-09,0.0117462,1.85322e-11
0.00225126,-2.82617e-09,0.0126763,1.85322e-11
0.00241206,-3.02696e-09,0.0135764,1.85322e-11
0.00257286,-3.22773e-09,0.0144765,1.85322e-11
0.00273367,2.77903e-09,0.0207885,1.90061e-11
0.00289447,2.94163e-09,0.0220054,1.90061e-11
0.00305528,-3.83003e-09,0.0171767,1.85322e-11
0.00321608,3.27228e-09,0.0244797,1.90061e-11
0.00337688,3.4349e-09,0.0256966,1.90061e-11
0.00353769,-4.439e-09,0.019907,1.85322e-11
0.00369849,-4.63975e-09,0.0208071,1.85322e-11
0.0038593,3.92276e-09,0.0293473,1.90061e-11
0.0040201,-5.04124e-09,0.0226073,1.85322e-11
0.0041809,-5.24199e-09,0.0235074,1.85322e-11
0.00434171,-5.44943e-09,0.0244375,1.85322e-11
0.00450251,-5.65017e-09,0.0253376,1.85322e-11
0.00466332,-5.85091e-09,0.0262377,1.85322e-11
0.00482412,-6.05166e-09,0.0271378,1.85322e-11
0.00498492,-6.2524e-09,0.0280378,1.85322e-11
0.00514573,5.22921e-09,0.0391229,1.90061e-11
0.00530653,-6.65388e-09,0.029838,1.85322e-11
0.00546734,5.5599e-09,0.0415973,1.90061e-11
0.00562814,5.72253e-09,0.0428142,1.90061e-11
0.00578894,-7.26279e-09,0.0325683,1.85322e-11
0.00594975,-7.46353e-09,0.0334684,1.85322e-11
0.00611055,-7.66426e-09,0.0343685,1.85322e-11
0.00627136,-7.865e-09,0.0352686,1.85322e-11
0.00643216,-8.07243e-09,0.0361987,1.85322e-11
0.00659296,-8.27317e-09,0.0370988,1.85322e-11
0.00675377,-8.4739e-09,0.0379989,1.85322e-11
0.00691457,-8.67464e-09,0.0388989,1.85322e-11
0.00707538,-8.87537e-09,0.039799,1.85322e-11
0.00723618,-9.07611e-09,0.0406991,1.85322e-11
0.00739698,-9.27684e-09,0.0415992,1.85322e-11
0.00755779,-9.48427e-09,0.0425293,1.85322e-11
0.00771859,-9.68501e-09,0.0434294,1.85322e-11
0.0078794,-9.88574e-09,0.0443295,1.85322e-11
0.0080402,8.17291e-09,0.0611486,1.90061e-11
0.00820101,-1.02872e-08,0.0461297,1.85322e-11
0.00836181,-1.04879e-08,0.0470298,1.85322e-11
0.00852261,-1.06887e-08,0.0479299,1.85322e-11
0.00868342,-1.08961e-08,0.04886,1.85322e-11
0.00884422,-1.10968e-08,0.0497601,1.85322e-11
0.00900503,-1.12976e-08,0.0506601,1.85322e-11
0.00916583,9.31679e-09,0.0697074,1.90061e-11
0.00932663,-1.1699e-08,0.0524603,1.85322e-11
0.00948744,-1.18998e-08,0.0533604,1.85322e-11
0.00964824,-1.21072e-08,0.0542905,1.85322e-11
0.00980905,-1.23079e-08,0.0551906,1.85322e-11
0.00996985,-1.25087e-08,0.0560907,1.85322e-11
0.0101307,1.0298e-08,0.0770493,1.90061e-11
0.0102915,-1.29101e-08,0.0578909,1.85322e-11
0.0104523,1.06233e-08,0.079483,1.90061e-11
0.0106131,1.0786e-08,0.0806999,1.90061e-11
0.0107739,-1.3519e-08,0.0606212,1.85322e-11
0.0109347,-1.37198e-08,0.0615212,1.85322e-11
0.0110955,-1.39205e-08,0.0624213,1.85322e-11
0.0112563,-1.41212e-08,0.0633214,1.85322e-11
0.0114171,-1.43219e-08,0.0642215,1.85322e-11
0.0115779,-1.45227e-08,0.0651216,1.85322e-11
0.0117387,-1.47301e-08,0.0660517,1.85322e-11
0.0118995,-1.49308e-08,0.0669518,1.85322e-11
0.0120603,-1.51316e-08,0.0678519,1.85322e-11
0.0122211,-1.53323e-08,0.068752,1.85322e-11
0.0123819,-1.5533e-08,0.0696521,1.85322e-11
0.0125427,-1.57338e-08,0.0705522,1.85322e-11
0.0127035,-1.59345e-08,0.0714523,1.85322e-11
0.0128643,1.30792e-08,0.097858,1.90061e-11
0.0130251,-1.63426e-08,0.0732824,1.85322e-11
0.0131859,-1.65434e-08,0.0741825,1.85322e-11
0.0133467,1.35671e-08,0.101509,1.90061e-11
0.0135075,-1.69448e-08,0.0759827,1.85322e-11
0.0136683,-1.71456e-08,0.0768828,1.85322e-11
0.0138291,-1.73463e-08,0.0777829,1.85322e-11
0.0139899,1.42231e-08,0.106417,1.90061e-11
0.0141508,-1.77545e-08,0.0796131,1.85322e-11
0.0143116,-1.79552e-08,0.0805132,1.85322e-11
0.0144724,-1.81559e-08,0.0814133,1.85322e-11
0.0146332,1.48736e-08,0.111284,1.90061e-11
0.014794,-1.85574e-08,0.0832134,1.85322e-11
0.0149548,1.52043e-08,0.113759,1.90061e-11
0.0151156,-1.89655e-08,0.0850436,1.85322e-11
0.0152764,-1.91663e-08,0.0859437,1.85322e-11
0.0154372,-1.9367e-08,0.0868438,1.85322e-11
0.015598,1.58549e-08,0.118626,1.90061e-11
0.0157588,-1.97685e-08,0.088644,1.85322e-11
0.0159196,-1.99692e-08,0.0895441,1.85322e-11
0.0160804,1.63482e-08,0.122317,1.90061e-11
0.0162412,-2.03773e-08,0.0913743,1.85322e-11
0.016402,-2.05781e-08,0.0922744,1.85322e-11
0.0165628,-2.07788e-08,0.0931745,1.85322e-11
0.0167236,1.69988e-08,0.127185,1.90061e-11
0.0168844,-2.11803e-08,0.0949746,1.85322e-11
0.0170452,-2.1381e-08,0.0958747,1.85322e-11
0.017206,1.74921e-08,0.130876,1.90061e-11
0.0173668,-2.17892e-08,0.0977049,1.85322e-11
0.0175276,-2.19899e-08,0.098605,1.85322e-11
0.0176884,-2.21906e-08,0.0995051,1.85322e-11
0.0178492,1.81427e-08,0.135744,1.90061e-11
0.0180101,1.83053e-08,0.136961,1.90061e-11
0.0181709,-2.27995e-08,0.102235,1.85322e-11
0.0183317,-2.30002e-08,0.103135,1.85322e-11
0.0184925,-2.3201e-08,0.104036,1.85322e-11
0.0186533,1.89613e-08,0.141869,1.90061e-11
0.0188141,-2.36024e-08,0.105836,1.85322e-11
0.0189749,1.92866e-08,0.144303,1.90061e-11
0.0191357,-2.40039e-08,0.107636,1.85322e-11
0.0192965,-2.42113e-08,0.108566,1.85322e-11
0.0194573,-2.4412e-08,0.109466,1.85322e-11
0.0196181,-2.46128e-08,0.110366,1.85322e-11
0.0197789,-2.48135e-08,0.111266,1.85322e-11
0.0199397,-2.50142e-08,0.112166,1.85322e-11
0.0201005,2.04305e-08,0.152861,1.90061e-11
0.0202613,-2.54157e-08,0.113967,1.85322e-11
0.0204221,-2.56231e-08,0.114897,1.85322e-11
0.0205829,-2.58238e-08,0.115797,1.85322e-11
0.0207437,-2.60246e-08,0.116697,1.85322e-11
0.0209045,-2.62253e-08,0.117597,1.85322e-11
0.0210653,-2.6426e-08,0.118497,1.85322e-11
0.0212261,2.15744e-08,0.16142,1.90061e-11
0.0213869,2.17425e-08,0.162678,1.90061e-11
0.0215477,-2.70349e-08,0.121227,1.85322e-11
0.0217085,2.20678e-08,0.165111,1.90061e-11
0.0218693,-2.74364e-08,0.123027,1.85322e-11
0.0220302,-2.76371e-08,0.123928,1.85322e-11
